id,Слово,Перевод,Тип,Курс,Урок
2248,podcast,подкаст,İSİMLER,B1,FILE8
2249,livestream,прямая трансляция,İSİMLER,B1,FILE8
2250,trending,в тренде,İSİMLER,B1,FILE8
2251,hashtag,хештег,İSİMLER,B1,FILE8
2252,binge-watch,смотреть запоем,FİİLLER,B1,FILE8
2253,unfollow,отписаться,FİİLLER,B1,FILE8
2254,notification,уведомление,İSİMLER,B1,FILE9
2255,settings,настройки,İSİMLER,B1,FILE9
2256,storage,хранилище,İSİMLER,B1,FILE9
2257,bandwidth,пропускная способность,İSİMLER,B1,FILE9
2258,bug,баг,İSİMLER,B1,FILE9
2259,log in,входить,FİİLLER,B1,FILE9
2260,log out,выходить,FİİLLER,B1,FILE9
2261,sign up,регистрироваться,FİİLLER,B1,FILE9
2262,back up,делать бэкап,FİİLLER,B1,FILE9
2263,wipe,стирать данные,FİİLLER,B1,FILE9
2264,layover,пересадка,İSİMLER,B1,FILE10
2265,red-eye,ночной рейс,İSİMLER,B1,FILE10
2266,window seat,место у окна,İSİMLER,B1,FILE10
2267,all-inclusive,всё включено,İSİMLER,B1,FILE10
2268,self-catering,самостоятельное питание,İSİMLER,B1,FILE10
2269,stop over,делать остановку,FİİLLER,B1,FILE10
2270,check in online,регистрироваться онлайн,FİİLLER,B1,FILE10
2271,go sightseeing,осматривать город,FİİLLER,B1,FILE10
2272,travel light,путешествовать налегке,FİİLLER,B1,FILE10
2273,networking,нетворкинг,İSİMLER,B1,FILE11
2274,mentorship,наставничество,İSİMLER,B1,FILE11
2275,side hustle,подработка,İSİMLER,B1,FILE11
2276,work ethic,трудовая этика,İSİMLER,B1,FILE11
2277,office politics,офисные интриги,İSİMLER,B1,FILE11
2278,step down,уходить с должности,FİİLLER,B1,FILE11
2279,take over,брать на себя руководство,FİİLLER,B1,FILE11
2280,climb the ladder,делать карьеру,FİİLLER,B1,FILE11
2281,warmup,разминка,İSİMLER,B1,FILE12
2282,cooldown,заминка,İSİMLER,B1,FILE12
2283,endurance,выносливость,İSİMLER,B1,FILE12
2284,flexibility,гибкость,İSİMLER,B1,FILE12
2285,personal best,личный рекорд,İSİMLER,B1,FILE12
2286,league,лига,İSİMLER,B1,FILE12
2287,warm up,разминаться,FİİLLER,B1,FILE12
2288,work out,тренироваться,FİİLLER,B1,FILE12
2289,knock out,нокаутировать,FİİLLER,B1,FILE12
2290,equalise,сравнять счёт,FİİLLER,B1,FILE12
2291,student card,студенческий билет,İSİMLER,A1,FILE1
2292,first name,имя,İSİMLER,A1,FILE1
2293,surname,фамилия,İSİMLER,A1,FILE1
2294,Mr,господин,İSİMLER,A1,FILE1
2295,Mrs,госпожа,İSİMLER,A1,FILE1
2296,Ms,госпожа (нейтр.),İSİMLER,A1,FILE1
2297,headphones,наушники,İSİMLER,A1,FILE3
2298,notebook,блокнот,İSİMLER,A1,FILE3
2299,rubber,ластик,İSİMLER,A1,FILE3
2300,ruler,линейка,İSİMLER,A1,FILE3
2301,scissors,ножницы,İSİMLER,A1,FILE3
2302,stamp,марка,İSİMLER,A1,FILE3
2303,envelope,конверт,İSİMLER,A1,FILE3
2304,package,посылка,İSİMLER,A1,FILE3
2305,twin,близнец,İSİMLER,A1,FILE4
2306,only child,единственный ребёнок,İSİMLER,A1,FILE4
2307,relative,родственник,İSİMLER,A1,FILE4
2308,pet,питомец,İSİMLER,A1,FILE4
2309,strawberry,клубника,İSİMLER,A1,FILE5
2310,grape,виноград,İSİMLER,A1,FILE5
2311,lemon,лимон,İSİMLER,A1,FILE5
2312,peach,персик,İSİMLER,A1,FILE5
2313,carrot,морковь,İSİMLER,A1,FILE5
2314,onion,лук,İSİMLER,A1,FILE5
2315,garlic,чеснок,İSİMLER,A1,FILE5
2316,cucumber,огурец,İSİMLER,A1,FILE5
2317,mushroom,гриб,İSİMLER,A1,FILE5
2318,bean,фасоль,İSİMLER,A1,FILE5
2319,pea,горох,İSİMLER,A1,FILE5
2320,lion,лев,İSİMLER,A1,FILE12
2321,tiger,тигр,İSİMLER,A1,FILE12
2322,elephant,слон,İSİMLER,A1,FILE12
2323,monkey,обезьяна,İSİMLER,A1,FILE12
2324,bear,медведь,İSİMLER,A1,FILE12
2325,wolf,волк,İSİMLER,A1,FILE12
2326,fox,лиса,İSİMLER,A1,FILE12
2327,rabbit,кролик,İSİMLER,A1,FILE12
2328,cow,корова,İSİMLER,A1,FILE12
2329,pig,свинья,İSİMLER,A1,FILE12
2330,sheep,овца,İSİMLER,A1,FILE12
2331,duck,утка,İSİMLER,A1,FILE12
2332,snake,змея,İSİMLER,A1,FILE12
2333,frog,лягушка,İSİMLER,A1,FILE12
2334,head,голова,İSİMLER,A1,FILE11
2335,tooth,зуб,İSİMLER,A1,FILE11
2336,neck,шея,İSİMLER,A1,FILE11
2337,shoulder,плечо,İSİMLER,A1,FILE11
2338,arm,рука,İSİMLER,A1,FILE11
2339,hand,кисть,İSİMLER,A1,FILE11
2340,finger,палец,İSİMLER,A1,FILE11
2341,leg,нога,İSİMLER,A1,FILE11
2342,foot,ступня,İSİMLER,A1,FILE11
2343,back,спина,İSİMLER,A1,FILE11
2344,stomach,живот,İSİMLER,A1,FILE11
2345,heart,сердце,İSİMLER,A1,FILE11
2346,blood,кровь,İSİMLER,A1,FILE11
2347,architect,архитектор,İSİMLER,A2,FILE1
2348,accountant,бухгалтер,İSİMLER,A2,FILE1
2349,translator,переводчик,İSİMLER,A2,FILE1
2350,designer,дизайнер,İSİMLER,A2,FILE1
2351,programmer,программист,İSİMLER,A2,FILE1
2352,librarian,библиотекарь,İSİMLER,A2,FILE1
2353,electrician,электрик,İSİMLER,A2,FILE1
2354,carpenter,плотник,İSİMLER,A2,FILE1
2355,toaster,тостер,İSİMLER,A2,FILE3
2356,blender,блендер,İSİMLER,A2,FILE3
2357,vacuum cleaner,пылесос,İSİMLER,A2,FILE3
2358,iron,утюг,İSİMLER,A2,FILE3
2359,radiator,батарея,İSİMLER,A2,FILE3
2360,plug,"вилка, розетка",İSİMLER,A2,FILE3
2361,switch,выключатель,İSİMLER,A2,FILE3
2362,be born,рождаться,FİİLLER,A2,FILE7
2363,fall in love,влюбляться,FİİLLER,A2,FILE7
2364,get engaged,помолвиться,FİİLLER,A2,FILE7
2365,have a baby,родить ребёнка,FİİLLER,A2,FILE7
2366,pass away,умереть,FİİLLER,A2,FILE7
2367,security,досмотр,İSİMLER,A2,FILE8
2368,departure,"вылет, отправление",İSİMLER,A2,FILE8
2369,arrival,прибытие,İSİMLER,A2,FILE8
2370,cancellation,отмена,İSİMLER,A2,FILE8
2371,flour,мука,İSİMLER,A2,FILE9
2372,yeast,дрожжи,İSİMLER,A2,FILE9
2373,vinegar,уксус,İSİMLER,A2,FILE9
2374,herb,трава,İSİMLER,A2,FILE9
2375,spice,специя,İSİMLER,A2,FILE9
2376,mustard,горчица,İSİMLER,A2,FILE9
2377,ketchup,кетчуп,İSİMLER,A2,FILE9
2378,mayonnaise,майонез,İSİMLER,A2,FILE9
2379,hectic,суматошный,SIFATLAR,B1,FILE1
2380,sedentary,сидячий,SIFATLAR,B1,FILE1
2381,mindful,осознанный,SIFATLAR,B1,FILE1
2382,burnt out,выгоревший,SIFATLAR,B1,FILE1
2383,well-rested,выспавшийся,SIFATLAR,B1,FILE1
2384,cryptocurrency,криптовалюта,İSİMLER,B1,FILE2
2385,contactless,бесконтактный,İSİMLER,B1,FILE2
2386,standing order,постоянное поручение,İSİMLER,B1,FILE2
2387,direct debit,прямое дебетование,İSİMLER,B1,FILE2
2388,antibiotic,антибиотик,İSİMLER,B1,FILE5
2389,bandage,бинт,İSİMLER,B1,FILE5
2390,crutches,костыли,İSİMLER,B1,FILE5
2391,wheelchair,инвалидная коляска,İSİMLER,B1,FILE5
2392,allergy,аллергия,İSİMLER,B1,FILE5
2393,smog,смог,İSİMLER,B1,FILE6
2394,acid rain,кислотный дождь,İSİMLER,B1,FILE6
2395,overfishing,перелов рыбы,İSİMLER,B1,FILE6
2396,poaching,браконьерство,İSİMLER,B1,FILE6
2397,single-use,одноразовый,İSİMLER,B1,FILE6
2398,kindergarten,детский сад,İSİMLER,B1,FILE7
2399,boarding school,интернат,İSİMLER,B1,FILE7
2400,vocational,профессиональный,İSİMLER,B1,FILE7
2401,gap year,год перерыва,İSİMLER,B1,FILE7
2402,dissertation,диссертация,İSİMLER,B1,FILE7
2403,plagiarism,плагиат,İSİMLER,B1,FILE7
2404,persona,публичный образ,İSİMLER,B2,FILE1
2405,self-image,представление о себе,İSİMLER,B2,FILE1
2406,peer group,группа сверстников,İSİMLER,B2,FILE1
2407,role model,пример для подражания,İSİMLER,B2,FILE1
2408,play down,преуменьшать,FİİLLER,B2,FILE4
2409,play up,раздувать,FİİLLER,B2,FILE4
2410,water down,размывать (идею),FİİLLER,B2,FILE4
2411,clinical trial,клиническое испытание,İSİMLER,B2,FILE6
2412,peer-reviewed,рецензируемый,İSİMLER,B2,FILE6
2413,sample size,размер выборки,İSİMLER,B2,FILE6
2414,control group,контрольная группа,İSİMLER,B2,FILE6
2415,caveat,оговорка,İSİMLER,C1,FILE1
2416,corollary,следствие,İSİMLER,C1,FILE1
2417,leitmotif,лейтмотив,İSİMLER,C1,FILE1
2418,touchstone,критерий,İSİMLER,C1,FILE1
2419,yardstick,мерка,İSİMLER,C1,FILE1
2420,dark pattern,тёмный паттерн,İSİMLER,C1,FILE3
2421,attention economy,экономика внимания,İSİMLER,C1,FILE3
2422,surveillance capitalism,капитализм слежки,İSİMLER,C1,FILE3
2423,just transition,справедливый переход,İSİMLER,C1,FILE5
2424,loss and damage,убытки и ущерб,İSİMLER,C1,FILE5
2425,carbon budget,углеродный бюджет,İSİMLER,C1,FILE5
2426,recondite,малопонятный,SIFATLAR,C2,FILE1
2427,perspicuous,ясный,SIFATLAR,C2,FILE1
2428,orotund,напыщенный,SIFATLAR,C2,FILE1
2429,lapidary,лапидарный,SIFATLAR,C2,FILE1
2430,gnomic,гномический,SIFATLAR,C2,FILE1
2431,of,"из, от",EDATLAR / BAĞLAÇLAR,A1,FILE4
2432,to,к; чтобы,EDATLAR / BAĞLAÇLAR,A1,FILE5
2433,not,не,ZARFLAR,A1,FILE2
2434,with,"с, вместе с",EDATLAR / BAĞLAÇLAR,A1,FILE6
2435,as,как; в качестве,EDATLAR / BAĞLAÇLAR,A1,FILE10
2436,but,но,EDATLAR / BAĞLAÇLAR,A1,FILE1
2437,by,кем-то; при помощи; около,EDATLAR / BAĞLAÇLAR,A1,FILE3
2438,or,или,EDATLAR / BAĞLAÇLAR,A1,FILE5
2439,so,"так, поэтому",ZARFLAR,A1,FILE8
2440,all,"все, весь",ZAMİRLER,A1,FILE9
2441,if,если,EDATLAR / BAĞLAÇLAR,A1,FILE10
2442,would,бы (условн.),FİİLLER,A1,FILE12
2443,about,"о, около",EDATLAR / BAĞLAÇLAR,A1,FILE1
2444,which,который,ZAMİRLER,A1,FILE3
2445,more,больше,ZARFLAR,A1,FILE6
2446,up,"вверх, наверх",ZARFLAR,A1,FILE4
2447,out,"наружу, вне",ZARFLAR,A1,FILE7
2448,because,потому что,EDATLAR / BAĞLAÇLAR,A1,FILE2
2449,could,"мог, мог бы",FİİLLER,A1,FILE6
2450,than,чем,EDATLAR / BAĞLAÇLAR,A1,FILE9
2451,into,в (внутрь),EDATLAR / BAĞLAÇLAR,A1,FILE1
2452,only,только,ZARFLAR,A1,FILE2
2453,way,"путь, способ",İSİMLER,A1,FILE8
2454,over,"над, свыше",EDATLAR / BAĞLAÇLAR,A1,FILE10
2455,after,после,EDATLAR / BAĞLAÇLAR,A1,FILE12
2456,most,"наиболее, большинство",ZARFLAR,A1,FILE4
2457,should,"следует, должен",FİİLLER,A1,FILE5
2458,even,даже,ZARFLAR,A1,FILE12
2459,such,такой,ZAMİRLER,A1,FILE4
2460,really,"действительно, очень",ZARFLAR,A1,FILE8
2461,before,"до, перед",EDATLAR / BAĞLAÇLAR,A1,FILE10
2462,through,"через, сквозь",EDATLAR / BAĞLAÇLAR,A1,FILE12
2463,down,вниз,ZARFLAR,A1,FILE1
2464,still,всё ещё,ZARFLAR,A1,FILE11
2465,lot,"много, уйма",İSİMLER,A1,FILE3
2466,great,"отличный, великий",SIFATLAR,A1,FILE4
2467,both,оба,ZAMİRLER,A1,FILE8
2468,own,собственный,SIFATLAR,A1,FILE9
2469,part,часть,İSİMLER,A1,FILE10
2470,point,"точка, смысл",İSİMLER,A1,FILE11
2471,little,"маленький, мало",SIFATLAR,A1,FILE12
2472,something,что-то,ZAMİRLER,A1,FILE6
2473,another,"другой, ещё один",ZAMİRLER,A1,FILE8
2474,each,каждый,ZAMİRLER,A1,FILE1
2475,different,"разный, другой",SIFATLAR,A1,FILE5
2476,off,"прочь, выключено",ZARFLAR,A1,FILE6
2477,end,конец,İSİMLER,A1,FILE8
2478,while,"пока, в то время как",EDATLAR / BAĞLAÇLAR,A1,FILE11
2479,must,должен,FİİLLER,A1,FILE4
2480,include,включать,FİİLLER,A1,FILE7
2481,report,"отчёт, доклад",İSİMLER,A1,FILE10
2482,case,"случай, дело",İSİMLER,A1,FILE12
2483,around,"вокруг, около",EDATLAR / BAĞLAÇLAR,A1,FILE2
2484,seem,казаться,FİİLLER,A1,FILE5
2485,again,снова,ZARFLAR,A1,FILE7
2486,system,система,İSİMLER,A1,FILE11
2487,every,каждый,ZAMİRLER,A1,FILE12
2488,during,во время,EDATLAR / BAĞLAÇLAR,A1,FILE2
2489,set,"ставить, устанавливать",FİİLLER,A1,FILE5
2490,few,"немного, мало",ZAMİRLER,A1,FILE3
2491,state,"государство, штат",İSİMLER,A1,FILE7
2492,fact,факт,İSİMLER,A1,FILE10
2493,area,"область, район",İSİMLER,A1,FILE12
2494,provide,предоставлять,FİİLLER,A1,FILE1
2495,large,большой,SIFATLAR,A1,FILE6
2496,without,без,EDATLAR / BAĞLAÇLAR,A1,FILE8
2497,believe,"верить, считать",FİİLLER,A1,FILE9
2498,second,второй; секунда,SIFATLAR,A1,FILE10
2499,though,хотя,EDATLAR / BAĞLAÇLAR,A1,FILE11
2500,away,"прочь, далеко",ZARFLAR,A1,FILE6
2501,happen,происходить,FİİLLER,A1,FILE8
2502,program,программа,İSİMLER,A1,FILE12
2503,lead,"вести, лидировать",FİİLLER,A1,FILE1
2504,thank,благодарить,FİİLLER,A1,FILE4
2505,less,меньше,ZARFLAR,A1,FILE1
2506,until,до тех пор пока,EDATLAR / BAĞLAÇLAR,A1,FILE3
2507,reason,причина,İSİMLER,A1,FILE4
2508,able,способный,SIFATLAR,A1,FILE7
2509,whether,ли,EDATLAR / BAĞLAÇLAR,A1,FILE9
2510,side,сторона,İSİMLER,A1,FILE12
2511,quite,"вполне, довольно",ZARFLAR,A1,FILE1
2512,sure,уверенный,SIFATLAR,A1,FILE3
2513,least,"наименее, по крайней мере",ZARFLAR,A1,FILE5
2514,within,"внутри, в пределах",EDATLAR / BAĞLAÇLAR,A1,FILE9
2515,process,процесс,İSİMLER,A1,FILE10
2516,public,"общественный, публичный",SIFATLAR,A1,FILE11
2517,actually,на самом деле,ZARFLAR,A1,FILE3
2518,rather,"скорее, довольно",ZARFLAR,A1,FILE4
2519,together,вместе,ZARFLAR,A1,FILE6
2520,consider,"рассматривать, считать",FİİLLER,A1,FILE7
2521,hard,"трудный, твёрдый",SIFATLAR,A1,FILE10
2522,local,местный,SIFATLAR,A1,FILE12
2523,control,"контроль, управление",İSİMLER,A1,FILE1
2524,concern,"беспокойство, касательство",İSİMLER,A1,FILE3
2525,almost,почти,ZARFLAR,A1,FILE7
2526,continue,продолжать,FİİLLER,A1,FILE8
2527,whole,"целый, весь",SIFATLAR,A1,FILE10
2528,rate,"ставка, уровень",İSİMLER,A1,FILE12
2529,care,забота,İSİMLER,A1,FILE1
2530,effect,"эффект, влияние",İSİMLER,A1,FILE3
2531,sort,"сорт, тип",İSİMLER,A1,FILE4
2532,anything,что-нибудь,ZAMİRLER,A1,FILE6
2533,cause,"вызывать, быть причиной",FİİLLER,A1,FILE7
2534,deal,"иметь дело, договариваться",FİİLLER,A1,FILE9
2535,allow,позволять,FİİLLER,A1,FILE12
2536,base,"основа, база",İSİMLER,A1,FILE3
2537,past,прошлое,İSİMLER,A1,FILE6
2538,power,"сила, власть",İSİMLER,A1,FILE7
2539,center,центр,İSİMLER,A1,FILE10
2540,nothing,ничего,ZAMİRLER,A1,FILE12
2541,matter,"дело, вопрос",İSİMLER,A1,FILE4
2542,mind,"ум, разум",İSİMLER,A1,FILE5
2543,value,"ценность, стоимость",İSİMLER,A1,FILE6
2544,force,сила,İSİMLER,A1,FILE10
2545,several,несколько,ZAMİRLER,A1,FILE12
2546,bit,"немного, кусочек",İSİMLER,A1,FILE4
2547,real,"настоящий, реальный",SIFATLAR,A1,FILE6
2548,figure,"цифра, фигура",İSİMLER,A1,FILE9
2549,development,развитие,İSİMLER,A1,FILE3
2550,half,половина,İSİMLER,A1,FILE5
2551,clear,"ясный, чистый",SIFATLAR,A1,FILE9
2552,either,"любой из двух, тоже",ZAMİRLER,A1,FILE11
2553,per,"на, в (расчёт)",EDATLAR / BAĞLAÇLAR,A1,FILE1
2554,remain,оставаться,FİİLLER,A1,FILE2
2555,top,"верх, вершина",İSİMLER,A1,FILE3
2556,among,среди,EDATLAR / BAĞLAÇLAR,A1,FILE4
2557,color,цвет,İSİMLER,A1,FILE6
2558,involve,"вовлекать, включать",FİİLLER,A1,FILE7
2559,reach,достигать,FİİLLER,A1,FILE8
2560,social,"социальный, общественный",SIFATLAR,A1,FILE9
2561,period,период,İSİMLER,A1,FILE10
2562,across,"через, по ту сторону",EDATLAR / BAĞLAÇLAR,A1,FILE11
2563,history,история,İSİMLER,A1,FILE1
2564,create,создавать,FİİLLER,A1,FILE2
2565,along,вдоль,EDATLAR / BAĞLAÇLAR,A1,FILE4
2566,type,"тип, вид",İSİMLER,A1,FILE5
2567,sound,звук,İSİMLER,A1,FILE6
2568,political,политический,SIFATLAR,A1,FILE10
2569,free,"свободный, бесплатный",SIFATLAR,A1,FILE11
2570,receive,получать,FİİLLER,A1,FILE12
2571,moment,"момент, мгновение",İSİMLER,A1,FILE1
2572,further,"далее, дальше",ZARFLAR,A1,FILE4
2573,require,требовать,FİİLLER,A1,FILE6
2574,general,"общий, генеральный",SIFATLAR,A1,FILE8
2575,appear,"появляться, казаться",FİİLLER,A1,FILE9
2576,toward,"к, по направлению к",EDATLAR / BAĞLAÇLAR,A1,FILE10
2577,individual,"индивид, отдельный человек",İSİMLER,A1,FILE1
2578,sense,"смысл, чувство",İSİMLER,A1,FILE4
2579,perhaps,"возможно, может быть",ZARFLAR,A1,FILE5
2580,add,добавлять,FİİLLER,A1,FILE6
2581,rule,правило,İSİMLER,A1,FILE7
2582,produce,производить,FİİLLER,A1,FILE9
2583,everything,всё,ZAMİRLER,A1,FILE2
2584,cover,"покрывать, освещать",FİİLLER,A1,FILE4
2585,position,"положение, должность",İSİMLER,A1,FILE6
2586,human,человеческий,SIFATLAR,A1,FILE8
2587,situation,ситуация,İSİMLER,A1,FILE10
2588,war,война,İSİMLER,A1,FILE3
2589,major,"главный, крупный",SIFATLAR,A1,FILE6
2590,someone,кто-то,ZAMİRLER,A1,FILE7
2591,above,"над, выше",EDATLAR / BAĞLAÇLAR,A1,FILE8
2592,design,"дизайн, проект",İSİMLER,A1,FILE9
2593,special,"особый, специальный",SIFATLAR,A1,FILE11
2594,condition,"состояние, условие",İSİMLER,A1,FILE1
2595,carry,"нести, возить",FİİLLER,A1,FILE2
2596,certain,"определённый, уверенный",SIFATLAR,A1,FILE7
2597,forward,вперёд,ZARFLAR,A1,FILE8
2598,main,главный,SIFATLAR,A1,FILE9
2599,describe,описывать,FİİLLER,A1,FILE1
2600,himself,"себя, сам",ZAMİRLER,A1,FILE2
2601,especially,особенно,ZARFLAR,A1,FILE4
2602,rise,"подниматься, расти",FİİLLER,A1,FILE6
2603,community,"сообщество, община",İSİMLER,A1,FILE9
2604,else,"ещё, другой",ZARFLAR,A1,FILE10
2605,particular,"конкретный, особенный",SIFATLAR,A1,FILE11
2606,role,роль,İSİMLER,A1,FILE12
2607,detail,"деталь, подробность",İSİMLER,A1,FILE4
2608,difference,разница,İSİMLER,A1,FILE5
2609,action,"действие, поступок",İSİMLER,A1,FILE6
2610,step,шаг,İSİMLER,A1,FILE9
2611,themselves,"себя, сами",ZAMİRLER,A1,FILE12
2612,model,модель,İSİMLER,A1,FILE5
2613,front,"перед, фасад",İSİMLER,A1,FILE8
2614,outside,"снаружи, вне",EDATLAR / BAĞLAÇLAR,A1,FILE11
2615,economic,экономический,SIFATLAR,A1,FILE1
2616,site,"сайт, место",İSİMLER,A1,FILE2
2617,approach,подход,İSİMLER,A1,FILE3
2618,land,"земля, суша",İSİMLER,A1,FILE5
2619,death,смерть,İSİMLER,A1,FILE1
2620,amount,"количество, сумма",İSİMLER,A1,FILE3
2621,regard,"отношение, внимание",İSİMLER,A1,FILE7
2622,organization,организация,İSİMLER,A1,FILE8
2623,act,действовать,FİİLLER,A1,FILE11
2624,range,"диапазон, ряд",İSİMLER,A1,FILE12
2625,round,вокруг; круг,EDATLAR / BAĞLAÇLAR,A1,FILE3
2626,accord,"согласие, соответствие",İSİMLER,A1,FILE6
2627,list,список,İSİMLER,A1,FILE7
2628,wish,желать,FİİLLER,A1,FILE8
2629,fund,финансировать,FİİLLER,A1,FILE11
2630,kid,"ребёнок, малыш",İSİMLER,A1,FILE1
2631,kill,убивать,FİİLLER,A1,FILE5
2632,likely,вероятный,SIFATLAR,A1,FILE7
2633,certainly,"конечно, несомненно",ZARFLAR,A1,FILE8
2634,national,"национальный, государственный",SIFATLAR,A1,FILE9
2635,itself,"сам, само",ZAMİRLER,A1,FILE10
2636,field,"поле, область",İSİMLER,A1,FILE12
2637,air,воздух,İSİMLER,A1,FILE2
2638,benefit,"польза, пособие",İSİMLER,A1,FILE3
2639,trade,торговля,İSİMLER,A1,FILE4
2640,standard,стандарт,İSİMLER,A1,FILE7
2641,percent,процент,İSİMLER,A1,FILE9
2642,space,"пространство, космос",İSİMLER,A1,FILE12
2643,instead,вместо этого,ZARFLAR,A1,FILE1
2644,realize,"осознавать, понимать",FİİLLER,A1,FILE2
2645,society,общество,İSİMLER,A1,FILE10
2646,mention,упоминать,FİİLLER,A1,FILE12
2647,common,"общий, обычный",SIFATLAR,A1,FILE3
2648,culture,культура,İSİMLER,A1,FILE4
2649,total,"общий, полный",SIFATLAR,A1,FILE5
2650,demand,требовать,FİİLLER,A1,FILE6
2651,material,материал,İSİMLER,A1,FILE7
2652,limit,ограничивать,FİİLLER,A1,FILE8
2653,due,"должный, обусловленный",SIFATLAR,A1,FILE10
2654,effort,усилие,İSİMLER,A1,FILE1
2655,attention,внимание,İSİMLER,A1,FILE2
2656,upon,"на, по",EDATLAR / BAĞLAÇLAR,A1,FILE3
2657,complete,завершать,FİİLLER,A1,FILE5
2658,lie,"лежать, лгать",FİİLLER,A1,FILE6
2659,pick,"выбирать, поднимать",FİİLLER,A1,FILE7
2660,personal,личный,SIFATLAR,A1,FILE9
2661,ground,"земля, основание",İSİMLER,A1,FILE10
2662,current,"текущий, нынешний",SIFATLAR,A1,FILE2
2663,century,"век, столетие",İSİMLER,A1,FILE3
2664,exist,существовать,FİİLLER,A1,FILE5
2665,similar,похожий,SIFATLAR,A1,FILE6
2666,leader,"лидер, руководитель",İSİMLER,A1,FILE8
2667,former,бывший,SIFATLAR,A1,FILE11
2668,contact,связываться,FİİLLER,A1,FILE12
2669,particularly,в особенности,ZARFLAR,A1,FILE1
2670,discuss,обсуждать,FİİLLER,A1,FILE5
2671,response,"ответ, реакция",İSİMLER,A1,FILE6
2672,piece,"кусок, часть",İSİMLER,A1,FILE8
2673,suppose,предполагать,FİİLLER,A1,FILE10
2674,president,президент,İSİMLER,A1,FILE12
2675,court,"суд, корт",İSİMLER,A1,FILE3
2676,police,полиция,İSİMLER,A1,FILE4
2677,store,"магазин, запас",İSİMLER,A1,FILE5
2678,knowledge,знание,İSİMLER,A1,FILE7
2679,laugh,смеяться,FİİLLER,A1,FILE8
2680,employee,сотрудник,İSİMLER,A1,FILE12
2681,simply,просто,ZARFLAR,A1,FILE2
2682,firm,фирма; твёрдый,İSİMLER,A1,FILE4
2683,cell,"клетка, ячейка",İSİMLER,A1,FILE5
2684,attack,атаковать,FİİLLER,A1,FILE8
2685,foreign,иностранный,SIFATLAR,A1,FILE9
2686,surprise,удивлять,FİİLLER,A1,FILE10
2687,feature,"особенность, черта",İSİMLER,A1,FILE11
2688,factor,фактор,İSİMLER,A1,FILE12
2689,affect,влиять,FİİLLER,A1,FILE3
2690,drop,"ронять, падать",FİİLLER,A1,FILE4
2691,recent,недавний,SIFATLAR,A1,FILE5
2692,relate,"относиться, связывать",FİİLLER,A1,FILE6
2693,official,официальный,SIFATLAR,A1,FILE7
2694,financial,финансовый,SIFATLAR,A1,FILE8
2695,private,"частный, личный",SIFATLAR,A1,FILE12
2696,pause,делать паузу,FİİLLER,A1,FILE1
2697,everyone,все,ZAMİRLER,A1,FILE2
2698,worry,беспокоиться,FİİLLER,A1,FILE5
2699,represent,представлять,FİİLLER,A1,FILE10
2700,inside,внутри,EDATLAR / BAĞLAÇLAR,A1,FILE12
2701,international,международный,SIFATLAR,A1,FILE2
2702,contain,содержать,FİİLLER,A1,FILE3
2703,notice,замечать,FİİLLER,A1,FILE4
2704,wonder,"интересоваться, удивляться",FİİLLER,A1,FILE5
2705,nature,природа,İSİMLER,A1,FILE6
2706,structure,структура,İSİMLER,A1,FILE7
2707,section,"раздел, секция",İSİMLER,A1,FILE8
2708,myself,"себя, сам",ZAMİRLER,A1,FILE9
2709,exactly,точно,ZARFLAR,A1,FILE10
2710,worker,работник,İSİMLER,A1,FILE1
2711,press,"нажимать, давить",FİİLLER,A1,FILE2
2712,whatever,"что бы ни, любой",ZAMİRLER,A1,FILE3
2713,region,регион,İSİMLER,A1,FILE5
2714,growth,рост,İSİMLER,A1,FILE6
2715,influence,влияние,İSİMLER,A1,FILE8
2716,various,различный,SIFATLAR,A1,FILE10
2717,thus,таким образом,ZARFLAR,A1,FILE12
2718,simple,простой,SIFATLAR,A1,FILE4
2719,medium,средство; средний,İSİMLER,A1,FILE5
2720,average,средний,SIFATLAR,A1,FILE6
2721,management,"управление, менеджмент",İSİMLER,A1,FILE8
2722,establish,"устанавливать, основывать",FİİLLER,A1,FILE12
2723,indeed,действительно,ZARFLAR,A1,FILE1
2724,final,"окончательный, финальный",SIFATLAR,A1,FILE2
2725,economy,экономика,İSİMLER,A1,FILE3
2726,guy,парень,İSİMLER,A1,FILE5
2727,function,функция,İSİMLER,A1,FILE6
2728,image,"изображение, образ",İSİMLER,A1,FILE8
2729,behavior,поведение,İSİMLER,A1,FILE10
2730,addition,дополнение,İSİMLER,A1,FILE11
2731,determine,определять,FİİLLER,A1,FILE12
2732,population,население,İSİMLER,A1,FILE2
2733,production,производство,İSİMLER,A1,FILE5
2734,contract,"контракт, договор",İSİMLER,A1,FILE6
2735,player,игрок,İSİMLER,A1,FILE7
2736,enter,входить,FİİLLER,A1,FILE9
2737,occur,происходить,FİİLLER,A1,FILE10
2738,alone,"один, в одиночестве",ZARFLAR,A1,FILE11
2739,significant,значительный,SIFATLAR,A1,FILE12
2740,drug,"лекарство, наркотик",İSİMLER,A1,FILE1
2741,direct,прямой,SIFATLAR,A1,FILE4
2742,director,"директор, режиссёр",İSİMLER,A1,FILE7
2743,clearly,"ясно, отчётливо",ZARFLAR,A1,FILE8
2744,lack,нехватка,İSİMLER,A1,FILE9
2745,depend,зависеть,FİİLLER,A1,FILE11
2746,recognize,"узнавать, признавать",FİİLLER,A1,FILE1
